person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,games_played_flag,position,draft_year,draft_round,draft_num,birth_date,height_feet,height_inches,height,weight,season_exp,jersey,school,country,last_affiliation
76001,"Abdelnaby, Alaa",Alaa Abdelnaby,f,1990,1994,HISTADD_alaa_abdelnaby,Y,Forward,1990,1,,,6,10,6.83333333333333,240,4,30,Duke,USA,Duke/USA
76002,"Abdul-Aziz, Zaid",Zaid Abdul-Aziz,f,1968,1977,HISTADD_zaid_abdul-aziz,Y,Center,1968,1,,,6,9,6.75,235,9,54,Iowa State,USA,Iowa State/USA
76003,"Abdul-Jabbar, Kareem",Kareem Abdul-Jabbar,f,1969,1988,HISTADD_kareem_abdul-jabbar,Y,Center,1969,1,,,7,2,7.16666666666667,225,19,33,UCLA,USA,UCLA/USA
51,"Abdul-Rauf, Mahmoud",Mahmoud Abdul-Rauf,f,1990,2000,mahmoud_abdul-rauf,Y,Guard,1990,1,,,6,1,6.08333333333333,162,8,1,Louisiana State,USA,Louisiana State/USA
1505,"Abdul-Wahad, Tariq",Tariq Abdul-Wahad,f,1997,2003,tariq_abdul-wahad,Y,Forward-Guard,1997,1,,,6,6,6.5,235,6,9,San Jose State,France,San Jose State/France
949,"Abdur-Rahim, Shareef",Shareef Abdur-Rahim,f,1996,2007,shareef_abdur-rahim,Y,Forward,1996,1,,,6,9,6.75,245,12,3,California,USA,California/USA
76005,"Abernethy, Tom",Tom Abernethy,f,1976,1980,HISTADD_tom_abernethy,Y,Forward,1976,3,,,6,7,6.58333333333333,220,4,5,Indiana,USA,Indiana/USA
76006,"Able, Forest",Forest Able,f,1956,1956,HISTADD_frosty_able,Y,Guard,1956,,,,6,3,6.25,180,0,6,Western Kentucky,USA,Western Kentucky; Louisville/USA
76007,"Abramovic, John",John Abramovic,f,1946,1947,HISTADD_brooms_abramovic,Y,Forward,,,,,6,3,6.25,195,1,,Salem International,USA,Salem (NC)/USA
203518,"Abrines, Alex",Alex Abrines,t,2016,2018,alex_abrines,Y,Guard,2013,2,,,6,6,6.5,190,2,8,,Spain,Spain/Spain
101165,"Acker, Alex",Alex Acker,f,2005,2008,alex_acker,Y,Guard,2005,2,,,6,5,6.41666666666667,185,2,3,Pepperdine,USA,Pepperdine/USA
76008,"Ackerman, Donald",Donald Ackerman,f,1953,1953,HISTADD_buddy_ackerman,Y,Guard,1953,2,,,6,0,6,183,0, ,Long Island-Brooklyn,USA,Long Island University/USA
76009,"Acres, Mark",Mark Acres,f,1987,1992,HISTADD_mark_acres,Y,Center,1985,2,,,6,11,6.91666666666667,220,5,42,Oral Roberts,USA,Oral Roberts/USA
76010,"Acton, Charles",Charles Acton,f,1967,1967,HISTADD_bud_acton,Y,Forward,,,,,6,6,6.5,210,0,24,Hillsdale,USA,Alma; Hillsdale/USA
203112,"Acy, Quincy",Quincy Acy,t,2012,2018,quincy_acy,Y,Forward,2012,2,,,6,7,6.58333333333333,240,6,13,Baylor,USA,Baylor/USA
76011,"Adams, Alvan",Alvan Adams,f,1975,1987,HISTADD_alvan_adams,Y,Center,1975,1,,,6,9,6.75,210,12,33,Oklahoma,USA,Oklahoma/USA
76012,"Adams, Don",Don Adams,f,1970,1976,HISTADD_don_adams,Y,Forward,1970,8,,,6,7,6.58333333333333,210,6,10,Northwestern,USA,Northwestern/USA
200801,"Adams, Hassan",Hassan Adams,f,2006,2008,hassan_adams,Y,,2006,2,,,,,,,1,,Arizona,USA,Arizona/USA
1629121,"Adams, Jaylen",Jaylen Adams,t,2018,2018,jaylen_adams,N,Guard,,,,,6,2,6.16666666666667,190,0,,St. Bonaventure,USA,St. Bonaventure/USA
203919,"Adams, Jordan",Jordan Adams,f,2014,2015,jordan_adams,Y,Guard,2014,1,,,6,5,6.41666666666667,209,2,3,UCLA,USA,UCLA/USA
149,"Adams, Michael",Michael Adams,f,1985,1995,michael_adams,Y,Guard,1985,3,,,5,10,5.83333333333333,165,10,23,Boston College,USA,Boston College/USA
203500,"Adams, Steven",Steven Adams,t,2013,2018,steven_adams,Y,Center,2013,1,,,7,0,7,255,5,12,Pittsburgh,New Zealand,Pittsburgh/New Zealand
912,"Addison, Rafael",Rafael Addison,f,1986,1996,rafael_addison,Y,Forward,1986,2,,,6,8,6.66666666666667,241,5,7,Syracuse,USA,Syracuse/USA
1628389,"Adebayo, Bam",Bam Adebayo,t,2017,2018,bam_adebayo,Y,Center-Forward,2017,1,,,6,10,6.83333333333333,255,1,13,Kentucky,USA,Kentucky/USA
76015,"Adelman, Rick",Rick Adelman,f,1968,1974,HISTADD_rick_adelman,Y,Guard,1968,7,,,6,2,6.16666666666667,175,6,5,Loyola-Marymount,USA,Loyola Marymount/USA
202399,"Adrien, Jeff",Jeff Adrien,f,2010,2014,jeff_adrien,Y,,,,,,,,,,5,,Connecticut,USA,Connecticut/USA
201167,"Afflalo, Arron",Arron Afflalo,t,2007,2018,arron_afflalo,Y,Guard,2007,1,,,6,5,6.41666666666667,210,11,4,UCLA,USA,UCLA/USA
200772,"Ager, Maurice",Maurice Ager,f,2006,2010,maurice_ager,Y,,2006,1,,,,,,,3,,Michigan State,USA,Michigan State/USA
76016,"Aguirre, Mark",Mark Aguirre,f,1981,1993,HISTADD_mark_aguirre,Y,Forward,1981,1,,,6,6,6.5,232,12,7,DePaul,USA,DePaul/USA
201336,"Ahearn, Blake",Blake Ahearn,f,2007,2011,blake_ahearn,Y,Guard,,,,,6,2,6.16666666666667,190,3,2,Missouri State, ,Missouri State
76017,"Ainge, Danny",Danny Ainge,f,1981,1994,HISTADD_danny_ainge,Y,Guard,1981,2,,,6,5,6.41666666666667,175,13,22,Brigham Young,USA,Brigham Young/USA
201582,"Ajinca, Alexis",Alexis Ajinca,t,2008,2018,alexis_ajinca,Y,Center,2008,1,,,7,2,7.16666666666667,248,7,42,"Saint Etienne, France",France,St. Etienne/France
76018,"Akin, Henry",Henry Akin,f,1966,1967,HISTADD_henry_akin,Y,Center,1966,2,,,6,10,6.83333333333333,225,1,10,Morehead State,USA,William Carey; Morehead State/USA
203006,"Akognon, Josh",Josh Akognon,f,2012,2012,josh_akognon,Y,Guard,,,,,5,11,5.91666666666667,185,1,10,Cal State-Fullerton,USA,Cal State-Fullerton/USA
1629152,"Akoon-Purcell, DeVaughn",DeVaughn Akoon-Purcell,t,2018,2018,devaughn_akoon-purcell,N,Guard-Forward,,,,,6,5,6.41666666666667,201,0,,Illinois State,Trinidad and Tobago,Illinois State/Trinidad and Tobago
202374,"Alabi, Solomon",Solomon Alabi,f,2010,2011,solomon_alabi,Y,Center,2010,2,,,7,1,7.08333333333333,252,2,50,Florida State,Nigeria,Florida State/Nigeria
76019,"Alarie, Mark",Mark Alarie,f,1986,1990,HISTADD_mark_alarie,Y,Forward,1986,1,,,6,8,6.66666666666667,217,4,31,Duke,USA,Duke/USA
76020,"Alcorn, Gary",Gary Alcorn,f,1959,1960,HISTADD_gary_alcorn,Y,Center,1959,3,,,6,9,6.75,225,1,24,Fresno State,USA,Fresno City Coll. CA (J.C.); Fresno State/USA
203128,"Aldemir, Furkan",Furkan Aldemir,f,2014,2014,furkan_aldemir,Y,Forward-Center,2012,2,,,6,10,6.83333333333333,240,1,19,Galatasaray,Turkey,Galatasaray/Turkey
202332,"Aldrich, Cole",Cole Aldrich,f,2010,2017,cole_aldrich,Y,Center,2010,1,,,6,11,6.91666666666667,253,8,45,Kansas,USA,Kansas/USA
200746,"Aldridge, LaMarcus",LaMarcus Aldridge,t,2006,2018,lamarcus_aldridge,Y,Forward,2006,1,,,6,11,6.91666666666667,260,12,12,Texas,USA,Texas/USA
76021,"Aleksinas, Chuck",Chuck Aleksinas,f,1984,1984,HISTADD_chuck_aleksinas,Y,Center,1982,4,,,6,11,6.91666666666667,260,0,50,Connecticut,USA,Kentucky; Connecticut/USA
1626146,"Alexander, Cliff",Cliff Alexander,f,2015,2015,cliff_alexander,Y,Forward,,,,,6,8,6.66666666666667,240,1,34,Kansas,USA,Kansas/USA
724,"Alexander, Cory",Cory Alexander,f,1995,2004,cory_alexander,Y,Guard,1995,1,,,6,1,6.08333333333333,190,7,12,Virginia,USA,Virginia/USA
2042,"Alexander, Courtney",Courtney Alexander,f,2000,2003,courtney_alexander,Y,Guard,2000,1,,,6,5,6.41666666666667,205,3,32,Fresno State,USA,Fresno State/USA
76022,"Alexander, Gary",Gary Alexander,f,1993,1993,HISTADD_gary_alexander,Y,Forward,,,,,6,7,6.58333333333333,240,0,16,South Florida,USA,South Florida/USA
201570,"Alexander, Joe",Joe Alexander,f,2008,2009,joe_alexander,Y,Forward,2008,1,,,6,8,6.66666666666667,230,2,20,West Virginia, ,West Virginia
2349,"Alexander, Victor",Victor Alexander,f,1991,2001,victor_alexander,Y,Forward,1991,1,,,6,10,6.83333333333333,265,4,9,Iowa State,USA,Iowa State/USA
76024,"Alford, Steve",Steve Alford,f,1987,1990,HISTADD_steve_alford,Y,Guard,1987,2,,,6,2,6.16666666666667,183,3,4,Indiana,USA,Indiana/USA
76028,"Allen, Bob",Bob Allen,f,1968,1968,HISTADD_bob_allen,Y,Forward,1968,6,,,6,9,6.75,205,0,50,Marshall,USA,Marshall/USA
1628960,"Allen, Grayson",Grayson Allen,t,2018,2018,grayson_allen,N,Guard,2018,1,,,6,5,6.41666666666667,198,0,,Duke,USA,Duke University/USA
1628386,"Allen, Jarrett",Jarrett Allen,t,2017,2018,jarrett_allen,Y,Center,2017,1,,,6,11,6.91666666666667,234,1,31,Texas,USA,Texas/USA
706,"Allen, Jerome",Jerome Allen,f,1995,1996,jerome_allen,Y,Guard,1995,2,,,6,4,6.33333333333333,184,1,53,Pennsylvania,USA,Pennsylvania/USA
1628443,"Allen, Kadeem",Kadeem Allen,t,2017,2018,kadeem_allen,Y,Guard,2017,2,,,6,3,6.25,200,1,45,Arizona,USA,ArizonaUSA/USA
202730,"Allen, Lavoy",Lavoy Allen,f,2011,2016,lavoy_allen,Y,Forward-Center,2011,2,,,6,9,6.75,260,6,5,Temple,USA,Temple/USA
76027,"Allen, Lucius",Lucius Allen,f,1969,1978,HISTADD_lucius_allen,Y,Guard,1969,1,,,6,2,6.16666666666667,175,9,42,UCLA,USA,UCLA/USA
2124,"Allen, Malik",Malik Allen,f,2001,2010,malik_allen,Y,Forward,,,,,6,10,6.83333333333333,255,10,35,Villanova,USA,Villanova/USA
76025,"Allen, Randy",Randy Allen,f,1988,1989,HISTADD_randy_allen,Y,Forward,,,,,6,8,6.66666666666667,220,1,33,Florida State,USA,Florida State/USA
951,"Allen, Ray",Ray Allen,f,1996,2013,ray_allen,Y,Guard,1996,1,,,6,5,6.41666666666667,205,17,34,Connecticut,USA,Connecticut/USA
2754,"Allen, Tony",Tony Allen,f,2004,2017,tony_allen,Y,,2004,1,,,,,,,13,,Oklahoma State,USA,Oklahoma State/USA
76029,"Allison, Odis",Odis Allison,f,1971,1971,HISTADD_odis_allison,Y,Forward,1971,5,,,6,6,6.5,195,0,22,Nevada-Las Vegas,USA,Laney Coll. CA (J.C.); Nevada-Las Vegas/USA
200984,"Allred, Lance",Lance Allred,f,2007,2007,lance_allred,Y,Center,,,,,6,11,6.91666666666667,250,1,41,Weber State,USA,Weber State/USA
76030,"Allums, Darrell",Darrell Allums,f,1980,1980,HISTADD_darrell_allums,Y,Forward,1980,5,,,6,8,6.66666666666667,220,0,32,UCLA,USA,UCLA/USA
201165,"Almond, Morris",Morris Almond,f,2007,2011,morris_almond,Y,Guard,2007,1,,,6,6,6.5,225,3,21,Rice,USA,Rice/USA
308,"Alston, Derrick",Derrick Alston,f,1994,1996,derrick_alston,Y,,1994,2,,,,,,,2,,Duquesne,USA,Duquesne/USA
1747,"Alston, Rafer",Rafer Alston,f,1999,2009,rafer_alston,Y,Guard,1998,2,,,6,2,6.16666666666667,175,10,11,Fresno State,USA,Fresno State/USA
1824,"Aluma, Peter",Peter Aluma,f,1998,1998,peter_aluma,Y,,,,,,,,,,0,,Liberty,USA,Liberty/USA
680,"Amaechi, John",John Amaechi,f,1995,2002,john_amaechi,Y,Forward-Center,,,,,6,10,6.83333333333333,270,5,13,Penn State,England,Penn State ''95/England
732,"Amaya, Ashraf",Ashraf Amaya,f,1995,1996,ashraf_amaya,Y,,,,,,,,,,1,,Southern Illinois,USA,Southern Illinois/USA
202329,"Aminu, Al-Farouq",Al-Farouq Aminu,t,2010,2018,al-farouq_aminu,Y,Forward,2010,1,,,6,9,6.75,220,8,8,Wake Forest,USA,Wake Forest/USA
200811,"Amundson, Lou",Lou Amundson,f,2006,2015,lou_amundson,Y,Forward,,,,,6,9,6.75,220,10,17,Nevada-Las Vegas,USA,Nevada-Las Vegas/USA
76034,"Anderegg, Bob",Bob Anderegg,f,1959,1959,HISTADD_bob_anderegg,Y,Forward,1959,3,,,6,3,6.25,200,0,18,Michigan State,USA,Michigan State/USA
2365,"Andersen, Chris",Chris Andersen,f,2001,2016,chris_andersen,Y,,,,,,,,,,14,,Blinn,USA,Blinn Junior College (TX)/USA
2431,"Andersen, David",David Andersen,f,2009,2010,david_andersen,Y,,2002,2,,,,,,,19,,"Frankston, Australia",USA,"Frankston, Australia/USA"
101187,"Anderson, Alan",Alan Anderson,f,2005,2016,alan_anderson,Y,Forward-Guard,,,,,6,6,6.5,220,8,9,Michigan State,USA,Michigan State/USA
202079,"Anderson, Antonio",Antonio Anderson,f,2009,2009,antonio_anderson,Y,,,,,,,,,,1,,Memphis,USA,Memphis/USA
76035,"Anderson, Cliff",Cliff Anderson,f,1967,1970,HISTADD_cliff_anderson,Y,Guard,1967,4,,,6,2,6.16666666666667,200,2,26,Saint Joseph's,USA,St. Joseph's (PA)/USA
76036,"Anderson, Daniel",Daniel Anderson,f,1974,1975,HISTADD_daniel_anderson,Y,Guard,1974,6,,,6,2,6.16666666666667,185,1,33,Southern California,USA,USC/USA
1507,"Anderson, Derek",Derek Anderson,f,1997,2007,derek_anderson,Y,Guard,1997,1,,,6,5,6.41666666666667,195,11,1,Kentucky,USA,Kentucky/USA
76037,"Anderson, Dwight",Dwight Anderson,f,1982,1982,HISTADD_dwight_anderson,Y,Guard,1982,2,,,6,3,6.25,185,0,20,Southern California,USA,Kentucky; USC/USA
944,"Anderson, Eric",Eric Anderson,f,1992,1993,eric_anderson,Y,Forward,,,,,6,9,6.75,220,1,42,Indiana,USA,Indiana/USA
246,"Anderson, Greg",Greg Anderson,f,1987,1997,greg_anderson,Y,Center-Forward,1987,1,,,6,10,6.83333333333333,250,9,0,Houston,USA,Houston/USA
202341,"Anderson, James",James Anderson,f,2010,2015,james_anderson,Y,Guard-Forward,2010,1,,,6,6,6.5,213,5,5,Oklahoma State,USA,Oklahoma State/USA
76040,"Anderson, Jerome",Jerome Anderson,f,1975,1976,HISTADD_jerome_anderson,Y,Guard,1975,3,,,6,5,6.41666666666667,195,1,21-23,West Virginia,USA,West Virginia/USA
1626147,"Anderson, Justin",Justin Anderson,t,2015,2018,justin_anderson,Y,Guard-Forward,2015,1,,,6,6,6.5,230,3,,Virginia,USA,Virginia/USA
72,"Anderson, Kenny",Kenny Anderson,f,1991,2004,kenny_anderson,Y,,1991,1,,,,,,,13,,Georgia Tech,USA,Georgia Tech '93/USA
76041,"Anderson, Kim",Kim Anderson,f,1978,1978,HISTADD_kim_anderson,Y,Forward,1978,7,,,6,7,6.58333333333333,200,0,42,Missouri,USA,Missouri/USA
203937,"Anderson, Kyle",Kyle Anderson,t,2014,2018,kyle_anderson,Y,Forward,2014,1,,,6,9,6.75,230,4,,UCLA,USA,UCLA/USA
76042,"Anderson, Michael",Michael Anderson,f,1988,1988,HISTADD_michael_anderson,Y,Guard,1988,3,,,5,11,5.91666666666667,184,0,10,Drexel,USA,Drexel/USA
76043,"Anderson, Mitchell",Mitchell Anderson,f,1982,1984,HISTADD_jj_anderson,Y,Forward,1982,2,,,6,8,6.66666666666667,195,2,11,Bradley,USA,Bradley/USA
98,"Anderson, Nick",Nick Anderson,f,1989,2002,nick_anderson,Y,Forward-Guard,1989,1,,,6,6,6.5,228,13,5,Illinois,USA,Illinois ''90/USA
76045,"Anderson, Richard",Richard Anderson,f,1982,1989,HISTADD_richard_anderson,Y,Forward,1982,2,,,6,10,6.83333333333333,240,5,35,California-Santa Barbara,USA,California-Santa Barbara/USA
76046,"Anderson, Ron",Ron Anderson,f,1984,1993,HISTADD_ron_anderson,Y,Forward,1984,2,,,6,7,6.58333333333333,215,9,35,Fresno State,USA,California-Santa Barbara; Fresno State/USA
201583,"Anderson, Ryan",Ryan Anderson,t,2008,2018,ryan_anderson,Y,Forward,2008,1,,,6,10,6.83333333333333,240,10,33,California,USA,California/USA
1000,"Anderson, Shandon",Shandon Anderson,f,1996,2005,shandon_anderson,Y,Guard-Forward,1996,2,,,6,6,6.5,215,9,49,Georgia,USA,Georgia/USA
335,"Anderson, Willie",Willie Anderson,f,1988,1996,willie_anderson,Y,Guard-Forward,1988,1,,,6,8,6.66666666666667,200,8,35,Georgia,USA,Georgia/USA
76048,"Anderzunas, Wally",Wally Anderzunas,f,1969,1969,HISTADD_wally_anderzunas,Y,Center,1969,2,,,6,7,6.58333333333333,220,0,21,Creighton,USA,Creighton/USA
101149,"Andriuskevicius, Martynas",Martynas Andriuskevicius,f,2005,2006,martynas_andriuskevicius,Y,Center,2005,2,,,7,2,7.16666666666667,240,1,15,Lithuania,Lithuania,Lithuania/Lithuania
76049,"Anielak, Don",Don Anielak,f,1954,1954,HISTADD_don_anielak,Y,Forward,1954,3,,,6,7,6.58333333333333,190,0,12,Missouri State,USA,Southwest Missouri State; Bradley/USA
1628387,"Anigbogu, Ike",Ike Anigbogu,t,2017,2018,ike_anigbogu,Y,Center-Forward,2017,2,,,6,10,6.83333333333333,262,1,13,California-Los Angeles,USA,UCLA/USA
76050,"Ansley, Michael",Michael Ansley,f,1989,1991,HISTADD_michael_ansley,Y,Forward,1989,2,,,6,7,6.58333333333333,225,2,54,Alabama,USA,Alabama/USA
1512,"Anstey, Chris",Chris Anstey,f,1997,1999,chris_anstey,Y,Center,1997,1,,,7,0,7,249,2,22,Australia,USA,Australia/USA
203507,"Antetokounmpo, Giannis",Giannis Antetokounmpo,t,2013,2018,giannis_antetokounmpo,Y,Forward,2013,1,,,6,11,6.91666666666667,222,5,34,Greece,Greece,Greece/Greece
1628961,"Antetokounmpo, Kostas",Kostas Antetokounmpo,t,2018,2018,kostas_antetokounmpo,N,Forward,2018,2,,,6,11,6.91666666666667,195,0,,Dayton,Greece,University of Dayton/Greece
203648,"Antetokounmpo, Thanasis",Thanasis Antetokounmpo,f,2015,2015,thanasis_antetokounmpo,Y,,2014,2,,,,,,,0,,Greece,Greece, Greece/Greece
2546,"Anthony, Carmelo",Carmelo Anthony,t,2003,2018,carmelo_anthony,Y,Forward,2003,1,,,6,8,6.66666666666667,240,15,7,Syracuse,USA,Syracuse/USA
21,"Anthony, Greg",Greg Anthony,f,1991,2001,greg_anthony,Y,Guard,1991,1,,,6,1,6.08333333333333,180,10,50,Nevada-Las Vegas,USA,Portland; Nevada-Las Vegas/USA
201202,"Anthony, Joel",Joel Anthony,f,2007,2016,joel_anthony,Y,Center,,,,,6,9,6.75,245,10,30,Nevada-Las Vegas,Canada,UNLV/Canada
203544,"Antic, Pero",Pero Antic,f,2013,2014,pero_antic,Y,Forward-Center,,,,,6,11,6.91666666666667,260,1,6,Macedonia,Macedonia,Macedonia
1628384,"Anunoby, OG",OG Anunoby,t,2017,2018,og_anunoby,Y,Forward,2017,1,,,6,8,6.66666666666667,235,1,3,Indiana,United Kingdom,Indiana/United Kingdom
203951,"Appling, Keith",Keith Appling,f,2015,2015,keith_appling,Y,,,,,,,,,,0,,Michigan State,USA,Michigan State/USA
76062,"Arnelle, Jesse",Jesse Arnelle,f,1955,1955,HISTADD_jesse_arnelle,Y,Forward,1955,2,,,6,5,6.41666666666667,220,0,15-18,Penn State,USA,Penn State/USA
76063,"Arnette, Jay",Jay Arnette,f,1963,1965,HISTADD_jay_arnette,Y,Guard,1960,2,,,6,2,6.16666666666667,175,2,21,Texas,USA,Texas/USA
76064,"Arnzen, Bob",Bob Arnzen,f,1970,1970,HISTADD_bob_arnzen,Y,Forward,1969,8,,,6,5,6.41666666666667,205,0,21-30,Notre Dame,USA,Notre Dame/USA
2306,"Arroyo, Carlos",Carlos Arroyo,f,2001,2010,carlos_arroyo,Y,Guard,,,,,6,2,6.16666666666667,200,9,45,Florida International,Puerto Rico,Florida International/Puerto Rico
201589,"Arthur, Darrell",Darrell Arthur,t,2008,2018,darrell_arthur,Y,Forward,2008,1,,,6,9,6.75,235,9,,Kansas,USA,Kansas/USA
76065,"Arthurs, John",John Arthurs,f,1969,1969,HISTADD_john_arthurs,Y,Guard,1969,6,,,6,4,6.33333333333333,185,0,12,Tulane,USA,Tulane/USA
1628503,"Artis, Jamel",Jamel Artis,f,2017,2017,jamel_artis,Y,Guard,,,,,6,7,6.58333333333333,213,1,0,Pittsburgh,USA,Pittsburgh/USA
201600,"Asik, Omer",Omer Asik,t,2010,2018,omer_asik,Y,Center,2008,2,,,7,0,7,255,8,3,Turkey,Turkey,Fenerbahce S.K./Turkey
355,"Askew, Vincent",Vincent Askew,f,1987,1997,vincent_askew,Y,,1987,2,,,,,,,8,,Memphis,USA,Memphis/USA
173,"Askins, Keith",Keith Askins,f,1990,1998,keith_askins,Y,Forward-Guard,,,,,6,8,6.66666666666667,215,8,2,Alabama,USA,Alabama/USA
76068,"Asmonga, Don",Don Asmonga,f,1953,1953,HISTADD_don_asmonga,Y,Guard,,,,,6,2,6.16666666666667,185,0,,Alliance,USA,California (PA); Alliance/USA
76069,"Atha, Richard",Richard Atha,f,1955,1957,HISTADD_dick_atha,Y,Guard,1953,,,,6,2,6.16666666666667,190,1,7,Indiana State,USA,Indiana State/USA
1088,"Atkins, Chucky",Chucky Atkins,f,1999,2009,chucky_atkins,Y,Guard,,,,,5,11,5.91666666666667,185,11,17,South Florida,USA,South Florida/USA
76070,"Attles, Alvin",Alvin Attles,f,1960,1970,HISTADD_alvin_attles,Y,Guard,1960,5,,,6,1,6.08333333333333,175,10,16,North Carolina A&T,USA,North Carolina A&T/USA
76071,"Aubuchon, Chet",Chet Aubuchon,f,1946,1946,HISTADD_chet_aubuchon,Y,Guard,,,,,5,10,5.83333333333333,137,0,,Michigan State,USA,Michigan State/USA
278,"Augmon, Stacey",Stacey Augmon,f,1991,2005,stacey_augmon,Y,Forward-Guard,1991,1,,,6,8,6.66666666666667,213,15,2,Nevada-Las Vegas,USA,Nevada-Las Vegas/USA
201571,"Augustin, D.J.",D.J. Augustin,t,2008,2018,d.j._augustin,Y,Guard,2008,1,,,6,0,6,183,10,14,Texas,USA,Texas/USA
200788,"Augustine, James",James Augustine,f,2006,2007,james_augustine,Y,Forward,2006,2,,,6,10,6.83333333333333,235,1,40,Illinois,USA,Illinois/USA
1134,"Austin, Ike",Ike Austin,f,1991,2001,ike_austin,Y,,1991,2,,,,,,,8,,Arizona State,USA,Reedley College; Arizona State/USA
76073,"Austin, John",John Austin,f,1966,1966,HISTADD_johnny_austin,Y,Guard,1966,4,,,6,0,6,170,0,34,Boston College,USA,Boston College/USA
76074,"Austin, Ken",Ken Austin,f,1983,1983,HISTADD_ken_austin,Y,Forward,1983,5,,,6,9,6.75,205,0,34,Rice,USA,Rice/USA
138,"Avent, Anthony",Anthony Avent,f,1992,1999,anthony_avent,Y,Center,1991,1,,,6,9,6.75,240,5,30,Seton Hall,USA,Seton Hall/USA
76076,"Averitt, William",William Averitt,f,1976,1977,HISTADD_bird_averitt,Y,Guard,1973,4,,,6,2,6.16666666666667,170,1,15,Pepperdine,USA,Pepperdine/USA
1895,"Avery, William",William Avery,f,1999,2002,william_avery,Y,Guard,1999,1,,,6,2,6.16666666666667,180,3,30,Duke,USA,Duke ''99/USA
76078,"Awtrey, Dennis",Dennis Awtrey,f,1970,1981,HISTADD_dennis_awtrey,Y,Center,1970,3,,,6,10,6.83333333333333,235,11,20,Santa Clara,USA,Santa Clara/USA
202970,"Ayon, Gustavo",Gustavo Ayon,f,2011,2013,gustavo_ayon,Y,,,,,,,,,,2,,"Tepic, Mexico",Mexico,Baloncesto Fuenlabrada/Mexico
201965,"Ayres, Jeff",Jeff Ayres,f,2009,2015,jeff_ayres,Y,Forward-Center,2009,2,,,6,9,6.75,250,6,19,Arizona State,USA,Arizona State/USA
1629028,"Ayton, Deandre",Deandre Ayton,t,2018,2018,deandre_ayton,N,Forward-Center,2018,1,,,7,1,7.08333333333333,250,0,,Arizona,Bahamas,University of Arizona/Bahamas
101235,"Azubuike, Kelenna",Kelenna Azubuike,f,2006,2011,kelenna_azubuike,Y,Guard,,,,,6,5,6.41666666666667,215,4,4,Kentucky,England,Kentucky/England
203569,"Babb, Chris",Chris Babb,f,2013,2014,chris_babb,Y,Guard,,,,,6,5,6.41666666666667,225,2,52,Iowa State, ,Iowa State
202337,"Babbitt, Luke",Luke Babbitt,t,2010,2018,luke_babbitt,Y,Forward,2010,1,,,6,9,6.75,225,8,22,Nevada,USA,Nevada-Reno/USA
76079,"Babic, Milos",Milos Babic,f,1990,1991,HISTADD_milos_babic,Y,Center,1990,2,,,7,0,7,240,1,00,Tennessee Tech,USA,Tennessee Tech/USA
76080,"Bach, Johnny",Johnny Bach,f,1948,1948,HISTADD_johnny_bach,Y,Forward,1948,,,,6,2,6.16666666666667,180,0,17,Fordham,USA,Fordham; Rochester; Brown/USA
1628407,"Bacon, Dwayne",Dwayne Bacon,t,2017,2018,dwayne_bacon,Y,Forward,2017,2,,,6,7,6.58333333333333,221,1,7,Florida State,USA,Florida State/USA
76081,"Baechtold, Jim",Jim Baechtold,f,1952,1956,HISTADD_jim_baechtold,Y,Forward,1952,1,,,6,4,6.33333333333333,205,4,10,Eastern Kentucky,USA,Eastern Kentucky/USA
2053,"Bagaric, Dalibor",Dalibor Bagaric,f,2000,2002,dalibor_bagaric,Y,Center,2000,1,,,7,1,7.08333333333333,290,3,11,Croatia,Croatia,Croatia/Croatia
76082,"Bagley, John",John Bagley,f,1982,1993,HISTADD_john_bagley,Y,Guard,1982,1,,,6,0,6,185,10,5,Boston College,USA,Boston College/USA
1628963,"Bagley III, Marvin",Marvin Bagley III,t,2018,2018,marvin_bagley_iii,N,Forward,2018,1,,,6,11,6.91666666666667,234,0,,Duke,USA,Duke University/USA
76084,"Bailey, Carl",Carl Bailey,f,1981,1981,HISTADD_carl_bailey,Y,Center,1980,3,,,7,0,7,210,0,21,Tuskegee,USA,Tuskegee/USA
76083,"Bailey, Gus",Gus Bailey,f,1974,1979,HISTADD_gus_bailey,Y,Guard,1974,2,,,6,5,6.41666666666667,185,4,20,Texas-El Paso,USA,Texas-El Paso/USA
76085,"Bailey, James",James Bailey,f,1979,1987,HISTADD_james_bailey,Y,Forward,1979,1,,,6,9,6.75,220,8,2,Rutgers,USA,Rutgers/USA
1847,"Bailey, Thurl",Thurl Bailey,f,1983,1998,thurl_bailey,Y,Forward,1983,1,,,6,11,6.91666666666667,247,11,41,North Carolina State,USA,North Carolina State/USA
1753,"Bailey, Toby",Toby Bailey,f,1998,2002,toby_bailey,Y,Guard,1998,2,,,6,6,6.5,213,2,11,UCLA,USA,UCLA ''98/USA
203946,"Bairstow, Cameron",Cameron Bairstow,f,2014,2015,cameron_bairstow,Y,Forward-Center,2014,2,,,6,9,6.75,250,2,41,New Mexico,Australia,New Mexico/Australia
1858,"Baker, Mark",Mark Baker,f,1998,1998,mark_baker,Y,,,,,,,,,,0,,Ohio State,USA,Ohio State/USA
2486,"Baker, Maurice",Maurice Baker,f,2002,2004,maurice_baker,Y,,,,,,,,,,1,,Oklahoma State,USA,Oklahoma State '02/USA
